Tweet Id,Full Text,Tweet Url,Media URLs,Media Types,Media Count,Created At,Reply Count,Retweet Count,Favorite Count,Quote Count,Bookmark Count,View Count,Favorited,Retweeted,Bookmarked,Is Quote Status,Possibly Sensitive,Language,Expanded URLs,Hashtags,User Mentions,Original Tweet Id,Original Tweet User Id,Original Tweet User Name,Original Tweet User Screen Name,Original Tweet User Description,Original Tweet User Followers Count,Original Tweet User Friends Count,Original Tweet User Favourites Count,Original Tweet User Statuses Count,Original Tweet User Listed Count,Original Tweet User Avatar Url,Original Tweet User Profile Banner Url,Original Tweet User Location,Original Tweet User Is Blue Verified,Original Tweet User Is Verified,Original Tweet User Is Protected,Original Tweet User Professional Type,Original Tweet User Created At,Scraped At
"1986569647441744147","RT @MahanFathi: We're looking for Summer Interns to join the Post-Training Team at @NVIDIA! 

DM me with your updated resume and three conc…","https://twitter.com/MahanFathi/status/1986272714961666177","","","0","Thu Nov 06 23:01:27 +0000 2025","13","34","460","0","420","29276","No","Yes","Yes","No","No","en","","","nvidia","1986569647441744147","1439655001144508421","Mahan Fathi","MahanFathi","llm research @nvidia👁️; ex @googledeepmind, @google🧠 & @mila_quebec.","941","141","205","71","10","https://pbs.twimg.com/profile_images/1711076592292663296/6kb_yi0v_normal.jpg","https://pbs.twimg.com/profile_banners/321884742/1702172225","Montréal, Québec","No","No","No","Creator","Wed Jun 22 08:52:28 +0000 2011","2025-11-08T22:18:46.479Z"
"1985731363849318847","RT @anindyadeeps: Heyy guys, @try_litefold is in the top 20 finalist in the Delta program. Over the last few weeks, we have shipped a lot o…","https://twitter.com/anindyadeeps/status/1985578529090912741","https://pbs.twimg.com/media/G44vfV5XkAAmdRk.jpg","photo","1","Tue Nov 04 15:30:24 +0000 2025","16","5","80","5","4","4983","Yes","Yes","No","No","No","en","","","try_litefold, enter_delta","1985731363849318847","1439655001144508421","Anindya","anindyadeeps","Early stage drug discovery co-pilot @try_litefold | shipping @_TheResidency | @lossfunk resident | prev: @premai_io","2551","821","16587","6295","12","https://pbs.twimg.com/profile_images/1946258988921741312/WO_A3K4q_normal.jpg","https://pbs.twimg.com/profile_banners/1335561829301379073/1751347023","West Bengal","Yes","No","No","Creator","Sun Dec 06 12:29:05 +0000 2020","2025-11-08T22:18:46.479Z"
"1985184065180582339","Just posted about how to build reliable voice agents on Substack, check it out:  https://t.co/hvNV9Q0WGK","https://twitter.com/saksham_adh/status/1985184065180582339","","","0","Mon Nov 03 03:15:38 +0000 2025","0","0","0","0","0","29","No","No","No","No","No","en","https://open.substack.com/pub/adhsaksham/p/how-i-won-2-tracks-in-an-nvdia-hackathon?r=3zn8hb&utm_campaign=post&utm_medium=web&showWelcomeOnShare=true","","","1985184065180582339","1439655001144508421","tarive ⁖","saksham_adh","AI will cure cancer","271","775","3470","2428","7","https://pbs.twimg.com/profile_images/1964782419396997120/hzU9pDzW_normal.jpg","https://pbs.twimg.com/profile_banners/1439655001144508421/1758839544","Austin, TX","Yes","No","No","Creator","Sun Sep 19 18:18:22 +0000 2021","2025-11-08T22:18:46.479Z"
"1984429155493036497","Not gonna lie, sometimes scrolling through other people's chats is way more entertaining than TV. Is it just curiosity or am I nosy? Either way, it’s not hard to peek when the data's right there. https://t.co/2ecsQCALN0","https://twitter.com/saksham_adh/status/1984429155493036497","https://pbs.twimg.com/media/G4obmPjXYAA4QW5.jpg","photo","1","Sat Nov 01 01:15:54 +0000 2025","0","0","0","0","0","24","No","No","No","No","No","en","","","","1984429155493036497","1439655001144508421","tarive ⁖","saksham_adh","AI will cure cancer","271","775","3470","2428","7","https://pbs.twimg.com/profile_images/1964782419396997120/hzU9pDzW_normal.jpg","https://pbs.twimg.com/profile_banners/1439655001144508421/1758839544","Austin, TX","Yes","No","No","Creator","Sun Sep 19 18:18:22 +0000 2021","2025-11-08T22:18:46.479Z"
"1983933280899457196","RT @ionpetropoulos: Had the first investor call for Gamerplug @enter_delta 

So many learning and things to adjust. But people seem excited…","https://twitter.com/ionpetropoulos/status/1983925255266509064","","","0","Thu Oct 30 16:25:28 +0000 2025","4","1","7","0","0","200","Yes","Yes","No","No","No","en","","","enter_delta","1983933280899457196","1439655001144508421","Ion Petropoulos","ionpetropoulos","💻 Building Gamerplug @enter_delta
🚩 @thenetworkstate member 
🎹 Piano Player 
🗺️ Earth Explorer","317","1064","1225","668","3","https://pbs.twimg.com/profile_images/1860992424820305920/dsUuebwF_normal.jpg","https://pbs.twimg.com/profile_banners/2417932202/1732544275","Download my app plz ➡️","Yes","No","No","","Sat Mar 29 20:10:37 +0000 2014","2025-11-08T22:18:46.479Z"
"1983591767477006639","RT @anindyadeeps: And thats my friend, week 3 of @enter_delta. Personally almost there with our first iteration of @try_litefold. The next…","https://twitter.com/anindyadeeps/status/1983560758492582072","","","0","Wed Oct 29 17:48:25 +0000 2025","0","2","31","0","4","1218","Yes","Yes","No","Yes","No","en","","","enter_delta, try_litefold","1983591767477006639","1439655001144508421","Anindya","anindyadeeps","Early stage drug discovery co-pilot @try_litefold | shipping @_TheResidency | @lossfunk resident | prev: @premai_io","2551","821","16587","6295","12","https://pbs.twimg.com/profile_images/1946258988921741312/WO_A3K4q_normal.jpg","https://pbs.twimg.com/profile_banners/1335561829301379073/1751347023","West Bengal","Yes","No","No","Creator","Sun Dec 06 12:29:05 +0000 2020","2025-11-08T22:18:46.479Z"
"1983546926181322879","when your professor makes you code in idle while your day job is working in AI 😭 https://t.co/kYmtB0gCwG","https://twitter.com/saksham_adh/status/1983546926181322879","https://pbs.twimg.com/media/G4b5X5qWEAE5U9N.jpg","photo","1","Wed Oct 29 14:50:14 +0000 2025","0","0","0","0","0","27","No","No","No","No","No","en","","","","1983546926181322879","1439655001144508421","tarive ⁖","saksham_adh","AI will cure cancer","271","775","3470","2428","7","https://pbs.twimg.com/profile_images/1964782419396997120/hzU9pDzW_normal.jpg","https://pbs.twimg.com/profile_banners/1439655001144508421/1758839544","Austin, TX","Yes","No","No","Creator","Sun Sep 19 18:18:22 +0000 2021","2025-11-08T22:18:46.479Z"
"1983367818667274375","RT @nele_lea: Austin is 🔥! 16 demos and all are good! Judging will be hard.","https://twitter.com/nele_lea/status/1983340418864672924","","","0","Wed Oct 29 02:58:31 +0000 2025","1","1","8","0","1","437","No","Yes","No","Yes","No","en","","","","1983367818667274375","1439655001144508421","Nele Lea","nele_lea","@nlea@social.anoxinon.de Developer and OSS Advocate Currently on an observability journey @Fiberplane Previously service orchestration obsessed @Camunda","974","784","5123","1294","9","https://pbs.twimg.com/profile_images/1657355405037535232/uE_wTa3V_normal.jpg","https://pbs.twimg.com/profile_banners/960888816360927239/1683979474","Berlin","No","No","No","","Tue Feb 06 14:52:01 +0000 2018","2025-11-08T22:18:46.479Z"
"1983237819557421098","They be shipping something revolutionary every week now.","https://twitter.com/saksham_adh/status/1983237819557421098","","","0","Tue Oct 28 18:21:57 +0000 2025","0","1","2","0","0","250","No","No","No","Yes","No","en","","","","1983237819557421098","1439655001144508421","tarive ⁖","saksham_adh","AI will cure cancer","271","775","3470","2428","7","https://pbs.twimg.com/profile_images/1964782419396997120/hzU9pDzW_normal.jpg","https://pbs.twimg.com/profile_banners/1439655001144508421/1758839544","Austin, TX","Yes","No","No","Creator","Sun Sep 19 18:18:22 +0000 2021","2025-11-08T22:18:46.479Z"
"1982094790792470668","Day 2 of the @aitxcommunity hackathon: Coding on an air mattress in an empty Austin apartment because who needs furniture when you've got ideas? What’s the craziest thing that you have built in a hackathon? https://t.co/xBUmrc1k3A","https://twitter.com/saksham_adh/status/1982094790792470668","https://pbs.twimg.com/media/G4HQtIwXsAAoUzt.jpg
https://pbs.twimg.com/media/G4HQtItXkAA7E-L.jpg","photo
photo","2","Sat Oct 25 14:39:58 +0000 2025","0","0","0","0","0","70","No","No","No","No","No","en","","","aitxcommunity","1982094790792470668","1439655001144508421","tarive ⁖","saksham_adh","AI will cure cancer","271","775","3470","2428","7","https://pbs.twimg.com/profile_images/1964782419396997120/hzU9pDzW_normal.jpg","https://pbs.twimg.com/profile_banners/1439655001144508421/1758839544","Austin, TX","Yes","No","No","Creator","Sun Sep 19 18:18:22 +0000 2021","2025-11-08T22:18:46.479Z"
